domain_length,has_www,has_port,subdomain_count,domain_name_length,tld_length,has_numbers,has_hyphens,has_underscores,path_length,path_depth,has_file_extension,ends_with_slash,file_extension_length,has_executable_ext,query_length,has_query,num_params,has_suspicious_params,avg_param_length,has_long_params,suspicious_keyword_count,has_suspicious_keywords,brand_count,has_brand_names,is_shortened,has_suspicious_tld,has_ip_address,url_length,digit_ratio,letter_ratio,special_char_ratio,entropy,vowel_ratio,consonant_ratio,url,timestamp,is_phishing,confidence,risk_score,risk_level
14,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,22,0.0,0.7727272727272727,0.22727272727272727,3.663532754804254,0.18181818181818182,0.5909090909090909,https://www.google.com,2025-10-14T13:22:58.527378,True,0.55,55,MEDIUM
